date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:04:30	87533/87533	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20Oct%202023%2000:20:36%20GMT	https://avitex.vn/html/bytewave/assets/js/jquery-3.7.1.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/jquery-3.7.1.js	(from https://avitex.vn/html/bytewave/)
11:04:34	42863/42863	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2016:46:20%20GMT	https://avitex.vn/html/bytewave/assets/js/slick.min.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/slick.min.js	(from https://avitex.vn/html/bytewave/)
11:04:36	44641/44641	---M--	200	added ('OK')	application/javascript	date:Mon,%2011%20Sep%202023%2017:39:16%20GMT	https://avitex.vn/html/bytewave/assets/js/scrollreveal.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/scrollreveal.js	(from https://avitex.vn/html/bytewave/)
11:04:37	80668/80668	---M--	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:59:38%20GMT	https://avitex.vn/html/bytewave/assets/js/bootstrap.bundle.min.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/bootstrap.bundle.min.js	(from https://avitex.vn/html/bytewave/)
11:04:39	1067/1067	---M--	200	added ('OK')	application/javascript	date:Fri,%2004%20Aug%202023%2018:33:50%20GMT	https://avitex.vn/html/bytewave/assets/js/countUp.min.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/countUp.min.js	(from https://avitex.vn/html/bytewave/)
11:04:39	8833/8833	---M--	200	added ('OK')	application/javascript	date:Fri,%2004%20Aug%202023%2018:33:50%20GMT	https://avitex.vn/html/bytewave/assets/js/waypoints.min.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/waypoints.min.js	(from https://avitex.vn/html/bytewave/)
11:04:40	348/348	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2000:17:02%20GMT	https://avitex.vn/html/bytewave/assets/js/phosphor-icons.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/phosphor-icons.js	(from https://avitex.vn/html/bytewave/)
11:04:42	61413/61413	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20Oct%202023%2001:15:10%20GMT	https://avitex.vn/html/bytewave/assets/js/main.min.js	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/js/main.min.js	(from https://avitex.vn/html/bytewave/)
11:04:44	21904/21904	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20Oct%202023%2017:06:20%20GMT	https://avitex.vn/html/bytewave/assets/icons/fonts/icomoon.eot?3pgiup	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/icons/fonts/icomoonc72f.eot	(from https://avitex.vn/html/bytewave/assets/icons/style.css)
11:04:46	21740/21740	---M--	200	added ('OK')	font/ttf	date:Thu,%2005%20Oct%202023%2017:06:20%20GMT	https://avitex.vn/html/bytewave/assets/icons/fonts/icomoon.ttf?3pgiup	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/icons/fonts/icomoonc72f.ttf	(from https://avitex.vn/html/bytewave/assets/icons/style.css)
11:04:48	21816/21816	---M--	200	added ('OK')	font/woff	date:Thu,%2005%20Oct%202023%2017:06:20%20GMT	https://avitex.vn/html/bytewave/assets/icons/fonts/icomoon.woff?3pgiup	/storage/emulated/0/HTTrack/Websites/bytewave/avitex.vn/html/bytewave/assets/icons/fonts/icomoonc72f.woff	(from https://avitex.vn/html/bytewave/assets/icons/style.css)
